name,id,name_type,class,mass,fall,year,lat,long,geolocation,countrycode,countryname,continent,sub-region,intermediate-region
Queen Alexandra Range 93037,19126,Valid,L5,326.9,Found,1993,-84.59713,162.4001,"(-84.59713, 162.4001)",AQ,Antarctica,Antarctica,Antarctica,
Galapian,10846,Valid,H6,132.7,Fell,1826,44.3,0.4,"(44.3, 0.4)",FR,France,Europe,Western Europe,
Yamato 86479,29985,Valid,H4,0.95,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Allan Hills A78174,1787,Valid,H5,13.5,Found,1978,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97935,21389,Valid,LL5,3.6,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Meteorite Hills 96529,16588,Valid,LL5,111.6,Found,1996,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 99634,22080,Valid,H5,1.3,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 94261,19898,Valid,L6,0.7,Found,1994,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Ragland Hill,56382,Valid,H5,11800.0,Found,1980,34.78333,-103.66667,"(34.78333, -103.66667)",US,United States,Americas,Northern America,
Yamato 790418,25767,Valid,H5,44.94,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Tombigbee River,24021,Valid,"Iron, IIG",43000.0,Found,1859,32.23333,-88.2,"(32.23333, -88.2)",US,United States,Americas,Northern America,
Lewis Cliff 88328,14079,Valid,L3.7,43.1,Found,1988,-84.28267,161.36279,"(-84.28267, 161.36279)",AQ,Antarctica,Antarctica,Antarctica,
Asuka 880641,3350,Valid,H3.7,154.23,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Mundrabilla 013,16864,Valid,H6,9.16,Found,1992,-30.12633,127.41033,"(-30.12633, 127.41033)",AU,Australia,Oceania,Australia and New Zealand,
Yamato 791078,26427,Valid,H4,37.03,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Allan Hills 87905,1043,Valid,L6,28.3,Found,1987,-76.74904000000002,159.2888,"(-76.74904, 159.2888)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97361,20819,Valid,LL5,14.1,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Asuka 880960,3669,Valid,LL4-6,21.86,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Asuka 880962,3671,Valid,H4,39.47,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Sayh al Uhaymir 254,23427,Valid,L6,964.19,Found,2002,20.5989,57.02047,"(20.5989, 57.02047)",OM,Oman,Asia,Western Asia,
Allan Hills A78017,1633,Valid,L3.5,2.9,Found,1978,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 86185,13123,Valid,LL6,4.8,Found,1986,-84.25816999999998,161.34294,"(-84.25817, 161.34294)",AQ,Antarctica,Antarctica,Antarctica,
Reckling Peak A79009,22466,Valid,H6,54.7,Found,1979,-76.24016999999998,158.59811000000005,"(-76.24017, 158.59811)",AQ,Antarctica,Antarctica,Antarctica,
Ramlat as Sahmah 362,55452,Valid,L6,69.76,Found,2010,20.50513,55.76136999999999,"(20.50513, 55.76137)",OM,Oman,Asia,Western Asia,
Yamato 86053,29559,Valid,L6,19.53,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Queen Alexandra Range 93345,19433,Valid,H6,10.0,Found,1993,-84.59694,162.21143,"(-84.59694, 162.21143)",AQ,Antarctica,Antarctica,Antarctica,
Hughes 043,11967,Valid,L6,47.4,Found,1993,-30.35,129.65,"(-30.35, 129.65)",AU,Australia,Oceania,Australia and New Zealand,
Shişr 114,51669,Valid,H~5,2.4,Found,2007,18.25285,53.99867,"(18.25285, 53.99867)",OM,Oman,Asia,Western Asia,
Yamato 794093,29047,Valid,L6,60.16,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Grove Mountains 051529,46437,Valid,L5,24.36,Found,2006,-72.93833000000002,75.29028000000002,"(-72.93833, 75.29028)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Grove Mountains 022888,48030,Valid,Ureilite,0.64,Found,2003,-72.774722,75.31222199999998,"(-72.774722, 75.312222)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Ramlat as Sahmah 239,35671,Valid,L5,120.08,Found,2005,20.59518,56.1551,"(20.59518, 56.1551)",OM,Oman,Asia,Western Asia,
Meteorite Hills 001096,15592,Valid,LL5,17.9,Found,2000,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Norquín,16996,Valid,"Iron, IIIAB",19250.0,Found,1945,-37.71667,-70.61667,"(-37.71667, -70.61667)",AR,Argentina,Americas,Latin America and the Caribbean,South America
LaPaz Icefield 02250,12517,Valid,LL5,94.3,Found,2002,-86.36667,-70.0,"(-86.36667, -70.0)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Queen Alexandra Range 97110,20568,Valid,H5,55.2,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90672,9081,Valid,L6,72.1,Found,1990,-76.28021,156.42418,"(-76.28021, 156.42418)",AQ,Antarctica,Antarctica,Antarctica,
Red Dry Lake 064,45970,Valid,H5,6.0,Found,2006,35.64133,-114.09,"(35.64133, -114.09)",US,United States,Americas,Northern America,
Queen Alexandra Range 971025,20534,Valid,LL5,26.6,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Clarendon (b),5370,Valid,H5,26.8,Found,1981,34.93611,-100.94167,"(34.93611, -100.94167)",US,United States,Americas,Northern America,
Meteorite Hills 00895,16129,Valid,H6,17.97,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
Braunau,5133,Valid,"Iron, IIAB",39000.0,Fell,1847,50.6,16.3,"(50.6, 16.3)",CZ,Czech Republic,Europe,Eastern Europe,
Dar al Gani 520,6068,Valid,H5-6,184.0,Found,1997,27.31033,16.2325,"(27.31033, 16.2325)",LY,Libya,Africa,Northern Africa,
New Baltimore,16952,Valid,"Iron, ungrouped",20000.0,Found,1922,40.0,-78.85,"(40.0, -78.85)",US,United States,Americas,Northern America,
Lewis Cliff 88571,14311,Valid,H5,2.7,Found,1988,-84.25124,161.44914,"(-84.25124, 161.44914)",AQ,Antarctica,Antarctica,Antarctica,
Foster,10170,Valid,H4,1992.0,Found,1975,33.1,-102.26667,"(33.1, -102.26667)",US,United States,Americas,Northern America,
Yamato 86389,29895,Valid,H4,5.18,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Grove Mountains 090758,57396,Valid,L5,65.44,Found,2010,-72.77886,75.31447,"(-72.77886, 75.31447)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Yamato 793558,28907,Valid,L5,6.34,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Elephant Moraine 90431,8840,Valid,L6,24.8,Found,1990,-76.26638,156.40148,"(-76.26638, 156.40148)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 054632,50650,Valid,L6,1.39,Found,2006,-72.99889,75.18722,"(-72.99889, 75.18722)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Elephant Moraine 96178,9770,Valid,H6,21.4,Found,1996,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 022318,49981,Valid,L6,5.79,Found,2003,-72.77333,75.33917,"(-72.77333, 75.33917)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Yamato 74207,24585,Valid,H5,4.15,Found,1974,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Grove Mountains 022161,46867,Valid,L5,26.54,Found,2003,-72.78166999999998,75.30389,"(-72.78167, 75.30389)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
MacAlpine Hills 87317,15260,Valid,LL6,120.5,Found,1987,-84.21667,160.5,"(-84.21667, 160.5)",AQ,Antarctica,Antarctica,Antarctica,
Allan Hills A77223,1534,Valid,H4,207.9,Found,1977,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 74075,24453,Valid,H6,5.05,Found,1974,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Queen Alexandra Range 97645,21101,Valid,L6,1.3,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 791002,26351,Valid,L6,91.93,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Lewis Cliff 93832,14555,Valid,H6,3.1,Found,1993,-84.27384,161.68393,"(-84.27384, 161.68393)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 99366,21815,Valid,LL5,12.4,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Grosvenor Mountains 95562,11290,Valid,L6,260.5,Found,1995,-85.66667,175.0,"(-85.66667, 175.0)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 793211,28560,Valid,L6,43.46,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Meteorite Hills 00574,15809,Valid,LL5,106.46,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
Allan Hills A77035,1349,Valid,L(?)3,1.67,Found,1977,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 86470,13400,Valid,H5,58.5,Found,1986,-84.27414,161.67823,"(-84.27414, 161.67823)",AQ,Antarctica,Antarctica,Antarctica,
Allan Hills 84103,705,Valid,H4,137.5,Found,1984,-76.75705,158.76998999999995,"(-76.75705, 158.76999)",AQ,Antarctica,Antarctica,Antarctica,
Sinawan 003,23609,Valid,H5,10.9,Found,1991,30.9,11.78333,"(30.9, 11.78333)",LY,Libya,Africa,Northern Africa,
Lewis Cliff 87152,13619,Valid,L6,0.6,Found,1987,-84.34518,161.30575,"(-84.34518, 161.30575)",AQ,Antarctica,Antarctica,Antarctica,
Meteorite Hills 96533,16592,Valid,L5,3.2,Found,1996,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Dhofar 1419,35507,Valid,L~6,47.14,Found,2001,19.1382,54.67448,"(19.1382, 54.67448)",OM,Oman,Asia,Western Asia,
Sayh al Uhaymir 482,48647,Valid,L6,157.457,Found,2007,20.44538,56.65541999999999,"(20.44538, 56.65542)",OM,Oman,Asia,Western Asia,
Elephant Moraine 96248,9839,Valid,H5,44.9,Found,1996,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Hvittis,11989,Valid,EL6,14000.0,Fell,1901,61.18333000000001,22.68333,"(61.18333, 22.68333)",FI,Finland,Europe,Northern Europe,
Queen Alexandra Range 94709,20340,Valid,L6,14.3,Found,1994,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 87194,13659,Valid,H6,57.7,Found,1987,-84.34881,161.44718999999995,"(-84.34881, 161.44719)",AQ,Antarctica,Antarctica,Antarctica,
Pecora Escarpment 91075,18366,Valid,L6,331.7,Found,1991,-85.67881,-69.06659,"(-85.67881, -69.06659)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Umm as Samim 028,56410,Valid,L6,123.64,Found,2010,21.11333,55.54098000000001,"(21.11333, 55.54098)",OM,Oman,Asia,Western Asia,
Queen Alexandra Range 99301,21751,Valid,H6,10.0,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 86034,12973,Valid,L4,6.0,Found,1986,-84.25344,161.38833,"(-84.25344, 161.38833)",AQ,Antarctica,Antarctica,Antarctica,
Acfer 021,31,Valid,H6,2140.0,Found,1989,27.55,3.61667,"(27.55, 3.61667)",DZ,Algeria,Africa,Northern Africa,
Grove Mountains 053486,48434,Valid,L6,0.76,Found,2006,-72.787778,75.270278,"(-72.787778, 75.270278)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Allan Hills 84145,747,Valid,H5,19.2,Found,1984,-76.95195,156.91759,"(-76.95195, 156.91759)",AQ,Antarctica,Antarctica,Antarctica,
El Atchane 005,7782,Valid,H5,132.0,Found,1991,29.53722,4.22639,"(29.53722, 4.22639)",DZ,Algeria,Africa,Northern Africa,
Dar al Gani 1041,32785,Valid,CO3,169.0,Found,1998,27.08333,16.055,"(27.08333, 16.055)",LY,Libya,Africa,Northern Africa,
Queen Alexandra Range 93544,19632,Valid,Pallasite,3.3,Found,1993,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 93275,19363,Valid,H5,35.3,Found,1993,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Frontier Mountain 97062,10790,Valid,H5,5.6,Found,1997,-72.99417,160.3975,"(-72.99417, 160.3975)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 022680,50062,Valid,H6,1.15,Found,2003,-72.78472,75.27,"(-72.78472, 75.27)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Yamato 791035,26384,Valid,L4,6.56,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Jiddat al Harasis 691,56244,Valid,H5,27.6,Found,2011,19.48505,55.44432,"(19.48505, 55.44432)",OM,Oman,Asia,Western Asia,
Queen Alexandra Range 97344,20802,Valid,LL5,31.9,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Dar al Gani 559,6107,Valid,H5,403.0,Found,1997,27.1915,16.293670000000002,"(27.1915, 16.29367)",LY,Libya,Africa,Northern Africa,
Grove Mountains 054498,50636,Valid,H5,1.53,Found,2006,-72.91611,75.10028,"(-72.91611, 75.10028)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Hammadah al Hamra 298,11781,Valid,L6,100.0,Found,2000,29.08333,12.46667,"(29.08333, 12.46667)",LY,Libya,Africa,Northern Africa,
Pecora Escarpment 91400,18691,Valid,L6,48.8,Found,1991,-85.69224,-69.05878,"(-85.69224, -69.05878)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Yamato 86380,29886,Valid,H4,4.95,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Northwest Africa 2257,30917,Valid,L6,47.9,Found,2001,28.5,-7.9,"(28.5, -7.9)",DZ,Algeria,Africa,Northern Africa,
Yamato 86136,29642,Valid,H4,1.55,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Dar al Gani 091,5607,Valid,L5/6,144.0,Found,1995,27.22017,16.033170000000002,"(27.22017, 16.03317)",LY,Libya,Africa,Northern Africa,
Hammadah al Hamra 147,11630,Valid,H4,6600.0,Found,1995,28.66017,12.75,"(28.66017, 12.75)",LY,Libya,Africa,Northern Africa,
Grove Mountains 054080,50604,Valid,H5,0.51,Found,2006,-72.785,75.28333,"(-72.785, 75.28333)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Allan Hills 94019,1276,Valid,L6,6.1,Found,1994,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
Point Berliet,18854,Valid,H5,42000.0,Found,2001,20.537,9.53783,"(20.537, 9.53783)",NE,Niger,Africa,Sub-Saharan Africa,Western Africa
Jiddat al Harasis 705,56257,Valid,H5,185.0,Found,2011,19.25277,55.34193000000001,"(19.25277, 55.34193)",OM,Oman,Asia,Western Asia,
Yamato 74285,24663,Valid,H5,8.26,Found,1974,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Metameur 002,44720,Valid,H4,17.0,Found,2005,33.35,10.43333,"(33.35, 10.43333)",TN,Tunisia,Africa,Northern Africa,
Boulder Mine,52852,Valid,L5,1560.0,Found,2008,34.685,-114.323,"(34.685, -114.323)",US,United States,Americas,Northern America,
Asuka 87119,2476,Valid,L5,39.19,Found,1987,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Yamato 793197,28546,Valid,H4,2.51,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Meteorite Hills 00942,16176,Valid,LL6,68.3,Found,2000,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 021770,49879,Valid,L6,2.42,Found,2003,-72.775,75.31555999999998,"(-72.775, 75.31556)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Sleeper Camp 027,55401,Valid,H5,10.85,Found,2005,-30.16028,126.34833,"(-30.16028, 126.34833)",AU,Australia,Oceania,Australia and New Zealand,
Queen Alexandra Range 93022,19111,Valid,H5,2202.3,Found,1993,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Sarratola,23186,Valid,L5,265.0,Found,1948,24.4,81.88333,"(24.4, 81.88333)",IN,India,Asia,Southern Asia,
Pecora Escarpment 91471,18762,Valid,H5,10.2,Found,1991,-85.67866,-69.06528,"(-85.67866, -69.06528)",AR,Argentina,Americas,Latin America and the Caribbean,South America
